GRIFFOJULIO;03/07/2015 10:41:19a.m.;0;11;42020905;;11;47463015
WAITOLLERMARIO;03/07/2015 10:41:54a.m.;82;11;30540122;;11;47463097
DANIELANISMAEL;03/07/2015 10:42:43a.m.;49;11;45881031;;11;47463064
ESTERSONIGNACIO;03/07/2015 10:43:24a.m.;42;11;32040156;;11;47463057
RODRIGUEZMANUEL;03/07/2015 10:43:26a.m.;0;11;43900956;;11;47463015
BOERRGENOVEVA;03/07/2015 10:45:18a.m.;0;11;41280808;;11;47471206
BONINOMABEL;03/07/2015 10:46:23a.m.;166;11;49641144;;11;47472144
MARTINOLUCIANO;03/07/2015 10:47:22a.m.;0;11;30350119;;11;47472357
WAITOLLERMARIO;03/07/2015 10:48:15a.m.;0;11;30540122;;11;47476335
WALDMANLEONARDO;03/07/2015 10:49:27a.m.;0;11;30250117;;11;47477467
IZAGUIRREMARGARITA;03/07/2015 10:50:48a.m.;313;11;30320118;;11;47477780
RODRIGUEZMANUEL;03/07/2015 10:51:54a.m.;94;11;44151001;;11;47477561
RODRIGUEZMARIA;03/07/2015 10:52:33a.m.;0;11;44151001;;11;47477467
GRIFFOJULIO;03/07/2015 10:53:04a.m.;0;11;42020905;;11;47477467
MARTINOLUCIANO;03/07/2015 10:54:26a.m.;12;11;30350119;;11;47477479
MOHAMEDMARIANO;03/07/2015 10:55:33a.m.;29;11;44221002;;11;47477496
DANIELANISMAEL;03/07/2015 10:56:10a.m.;0;11;45881031;;11;47487202
IZAGUIRREMARGARITA;03/07/2015 10:57:07a.m.;0;11;30320118;;11;47487202
LINARESLUIS;03/07/2015 10:58:41a.m.;424;11;30210116;;11;47515673
BOERRGENOVEVA;03/07/2015 10:58:42a.m.;0;11;41280808;;11;47521273
GRIFFOJULIO;03/07/2015 10:59:19a.m.;30;11;42020905;;11;47521303
HUERTAMATIAS;03/07/2015 10:59:24a.m.;0;11;45661029;;11;47534299
WAITOLLERMARIO;03/07/2015 10:59:55a.m.;0;11;30540122;;11;47536957
DANIELANISMAEL;03/07/2015 11:00:29a.m.;0;11;45881031;;11;47536957
ESTERSONIGNACIO;03/07/2015 11:00:32a.m.;81;11;32040156;;11;47537232
RODRIGUEZMANUEL;03/07/2015 11:00:39a.m.;213;11;44551008;;11;47538082
BOERRGENOVEVA;03/07/2015 11:01:48a.m.;152;11;41280808;;11;47541290
MARTINOLUCIANO;03/07/2015 11:03:02a.m.;60;11;30350119;;11;47541198
WAITOLLERMARIO;03/07/2015 11:04:57a.m.;0;11;30540122;;11;47541138
WALDMANLEONARDO;03/07/2015 11:05:05a.m.;62;11;30250117;;11;47541200
BONINOMABEL;03/07/2015 11:05:09a.m.;0;11;49641144;;11;47541138
IZAGUIRREMARGARITA;03/07/2015 11:05:10a.m.;0;11;30320118;;11;47548537
RODRIGUEZMANUEL;03/07/2015 11:06:01a.m.;353;11;44771011;;11;47555973
RODRIGUEZMARIA;03/07/2015 11:06:28a.m.;105;11;44771011;;11;47557466
GRIFFOJULIO;03/07/2015 11:06:47a.m.;0;11;42020905;;11;47557361
MARTINOLUCIANO;03/07/2015 11:06:51a.m.;91;11;30350119;;11;47562357
MOHAMEDMARIANO;03/07/2015 11:07:16a.m.;0;11;44221002;;11;47562697
DANIELANISMAEL;03/07/2015 11:07:43a.m.;40;11;45881031;;11;47562737
IZAGUIRREMARGARITA;03/07/2015 11:08:06a.m.;29;11;30320118;;11;47562944
LINARESLUIS;03/07/2015 11:08:20a.m.;175;11;30210116;;11;47563211
BOERRGENOVEVA;03/07/2015 11:09:37a.m.;159;11;41280808;;11;47564433
GRIFFOJULIO;03/07/2015 11:10:26a.m.;0;11;42020905;;11;47575713
HUERTAMATIAS;03/07/2015 11:10:31a.m.;82;11;45661029;;11;47575795
WAITOLLERMARIO;03/07/2015 11:10:47a.m.;29;11;30540122;;11;47576440
DANIELANISMAEL;03/07/2015 11:11:18a.m.;0;11;45881031;;11;47576607
ESTERSONIGNACIO;03/07/2015 11:12:14a.m.;0;11;32040156;;11;47598006
RODRIGUEZMANUEL;03/07/2015 11:12:25a.m.;60;11;45091019;;11;47602264
BOERRGENOVEVA;03/07/2015 11:12:33a.m.;1;11;41280808;;11;47614305
BONINOMABEL;03/07/2015 11:14:12a.m.;80;11;49641144;;11;47614384
MARTINOLUCIANO;03/07/2015 11:14:35a.m.;40;11;49991150;;11;47614344
WAITOLLERMARIO;03/07/2015 11:15:00a.m.;303;11;30540122;;11;47622548
WALDMANLEONARDO;03/07/2015 11:15:19a.m.;1;11;30250117;;11;47632690
IZAGUIRREMARGARITA;03/07/2015 11:16:10a.m.;0;11;30320118;;11;47633562
