WAITOLLERMARIO;03/08/2015 01:00:48p.m.;19;11;30540122;;11;49470829
ESTERSONIGNACIO;03/08/2015 01:00:52p.m.;0;11;32040156;27;;07962937603
RODRIGUEZMANUEL;03/08/2015 01:00:56p.m.;0;11;45461025;;11;47537151
BONINOMABEL;03/08/2015 01:01:02p.m.;51;11;49641144;;11;43833025
MARTINOLUCIANO;03/08/2015 01:01:40p.m.;0;11;49991150;;11;43085527
WALDMANLEONARDO;03/08/2015 01:02:49p.m.;79;11;30250117;;11;43063006
IZAGUIRREMARGARITA;03/08/2015 01:03:11p.m.;51;11;30320118;;11;43833070
RODRIGUEZMARIA;03/08/2015 01:03:17p.m.;52;11;45641029;;11;43819181
GRIFFOJULIO;03/08/2015 01:03:41p.m.;75;11;42020905;;11;43229337
MOHAMEDMARIANO;03/08/2015 01:04:14p.m.;52;11;44221002;;11;43819181
DANIELANISMAEL;03/08/2015 01:04:46p.m.;0;11;45881031;;11;24202541
LINARESLUIS;03/08/2015 01:04:55p.m.;27;11;30210116;;11;48124042
BOERRGENOVEVA;03/08/2015 01:04:58p.m.;107;11;41280808;;11;43075310
HUERTAMATIAS;03/08/2015 01:05:04p.m.;69;11;45661029;;11;43419500
WAITOLLERMARIO;03/08/2015 01:05:06p.m.;76;11;30540122;;11;43229337
ESTERSONIGNACIO;03/08/2015 01:05:27p.m.;27;11;32040156;;11;48118685
RODRIGUEZMANUEL;03/08/2015 01:06:02p.m.;420;11;45941032;;2923;489572
BONINOMABEL;03/08/2015 01:06:39p.m.;0;11;49641144;53;;22148647608
MARTINOLUCIANO;03/08/2015 01:06:50p.m.;51;11;49991150;;11;43833050
WALDMANLEONARDO;03/08/2015 01:07:22p.m.;53;11;30250117;;11;43819181
IZAGUIRREMARGARITA;03/08/2015 01:08:11p.m.;0;11;30320118;;11;43085527
RODRIGUEZMARIA;03/08/2015 01:09:15p.m.;0;11;46061035;27;;11404147613
GRIFFOJULIO;03/08/2015 01:09:29p.m.;0;11;42020905;;11;43085527
MOHAMEDMARIANO;03/08/2015 01:10:40p.m.;0;11;44221002;;11;43085527
DANIELANISMAEL;03/08/2015 01:10:41p.m.;64;11;46731051;;11;43710360
LINARESLUIS;03/08/2015 01:10:59p.m.;0;11;30210116;;11;44652367
BOERRGENOVEVA;03/08/2015 01:11:20p.m.;53;11;41280808;;11;43819181
ESTERSONIGNACIO;03/08/2015 01:11:46p.m.;190;11;32040156;;11;43714892
HUERTAMATIAS;03/08/2015 01:11:46p.m.;134;11;45661029;;11;42791596
RODRIGUEZMANUEL;03/08/2015 01:12:26p.m.;51;11;46381042;;11;43833025
BONINOMABEL;03/08/2015 01:12:28p.m.;53;11;49641144;;11;43819181
MARTINOLUCIANO;03/08/2015 01:12:42p.m.;109;11;49991150;27;;07603807606
WALDMANLEONARDO;03/08/2015 01:12:58p.m.;0;11;30250117;34;;20343597615
IVALDIFERNANDO;03/08/2015 01:13:29p.m.;0;11;45971032;;11;48124042
SIGNORIJAVIER;03/08/2015 01:13:46p.m.;65;11;46691050;;11;44652367
DANIELANISMAEL;03/08/2015 01:14:43p.m.;76;11;46731051;;11;43229337
PALTRINIERICECILIA;03/08/2015 01:14:54p.m.;28;11;46811052;;11;43075310
CARROPABLO;03/08/2015 01:16:16p.m.;0;11;40100648;;11;69374071
LOPEZ BAIOBRENDA;03/08/2015 01:16:35p.m.;48;11;41037700;249;;06564537616
BESADAGUILLERMO;03/08/2015 01:17:06p.m.;229;11;30000112;53;;22148647610
