HUERTAMATIAS;28/06/2015 09:27:31a.m.;0;11;30320118;;11;50312700
MOHAMEDMARIANO;28/06/2015 09:28:11a.m.;0;11;32240200;;11;50312700
WALDMANLEONARDO;28/06/2015 09:28:44a.m.;94;11;30250117;;11;50313431
ESTERSONIGNACIO;28/06/2015 09:29:56a.m.;0;11;32040156;;11;50318034
LINARESLUIS;28/06/2015 09:32:32a.m.;41;11;30210116;;11;50318691
BONINOMABEL;28/06/2015 09:35:10a.m.;53;11;49641144;;11;50321361
HUERTAMATIAS;28/06/2015 09:35:49a.m.;83;11;30320118;;11;50321391
MOHAMEDMARIANO;28/06/2015 09:40:03a.m.;14;11;32240200;;11;50322925
WALDMANLEONARDO;28/06/2015 09:41:58a.m.;71;11;30250117;;11;50322982
ESTERSONIGNACIO;28/06/2015 09:42:36a.m.;0;11;32040156;;11;50339900
LINARESLUIS;28/06/2015 09:45:37a.m.;310;11;30210116;;11;50340210
