MARTINOLUCIANO;13/07/2015 01:01:56p.m.;3;11;30350119;;11;44652370
BOERRGENOVEVA;13/07/2015 01:03:15p.m.;77;11;41210800;;11;44660153
BONINOMABEL;13/07/2015 01:04:01p.m.;0;11;49641144;;11;44660904
LINARESLUIS;13/07/2015 01:05:19p.m.;62;11;30210116;;11;44660966
WAITOLLERMARIO;13/07/2015 01:05:39p.m.;489;11;30540122;;11;44661393
WALDMANLEONARDO;13/07/2015 01:07:35p.m.;165;11;30250117;;11;44661069
HUERTAMATIAS;13/07/2015 01:09:13p.m.;70;11;30320118;;11;44663285
ESTERSONIGNACIO;13/07/2015 01:11:03p.m.;72;11;32040156;;11;44677211
MARTINOLUCIANO;13/07/2015 01:11:31p.m.;76;11;30350119;;11;44679347
MOHAMEDMARIANO;13/07/2015 01:12:15p.m.;0;11;44221002;;11;44696300
BONINOMABEL;13/07/2015 01:12:24p.m.;32;11;49641144;;11;44762055
IZAGUIRREMARGARITA;13/07/2015 01:12:53p.m.;0;11;30320118;;11;44815573
LINARESLUIS;13/07/2015 01:13:19p.m.;84;11;30210116;;11;44815657
WALDMANLEONARDO;13/07/2015 01:14:21p.m.;49;11;30250117;;11;44815622
GRIFFOJULIO;13/07/2015 01:16:33p.m.;46;11;30420121;;11;44832417
HUERTAMATIAS;13/07/2015 01:18:15p.m.;203;11;30320118;;11;44832574
DANIELANISMAEL;13/07/2015 01:19:15p.m.;40;11;32270201;;11;44834736
ESTERSONIGNACIO;13/07/2015 01:19:50p.m.;41;11;32040156;;11;44834737
MOHAMEDMARIANO;13/07/2015 01:19:53p.m.;1;11;44221002;;11;44841056
IZAGUIRREMARGARITA;13/07/2015 01:20:24p.m.;41;11;30320118;;11;44845231
LINARESLUIS;13/07/2015 01:20:57p.m.;170;11;30210116;;11;44852255
WALDMANLEONARDO;13/07/2015 01:21:34p.m.;76;11;30250117;;11;44852161
GRIFFOJULIO;13/07/2015 01:23:10p.m.;162;11;30420121;;11;44854720
HUERTAMATIAS;13/07/2015 01:24:22p.m.;23;11;30320118;;11;44870101
DANIELANISMAEL;13/07/2015 01:25:45p.m.;54;11;32270201;;11;44880076
ESTERSONIGNACIO;13/07/2015 01:26:40p.m.;85;11;32040156;;11;44884518
MOHAMEDMARIANO;13/07/2015 01:27:07p.m.;168;11;44221002;;11;44884601
BOERRGENOVEVA;13/07/2015 01:27:08p.m.;27;11;41210800;;11;44888853
BONINOMABEL;13/07/2015 01:28:14p.m.;25;11;49641144;;11;44888851
LINARESLUIS;13/07/2015 01:28:52p.m.;65;11;30210116;;11;44888891
WAITOLLERMARIO;13/07/2015 01:31:52p.m.;102;11;30540122;;11;44890265
WALDMANLEONARDO;13/07/2015 01:32:13p.m.;1;11;30250117;;11;44890164
