WALDMANLEONARDO;04/08/2015 01:04:01p.m.;68;11;30250117;;11;43822120
MOHAMEDMARIANO;04/08/2015 01:10:33p.m.;129;11;44221002;;11;53687000
LINARESLUIS;04/08/2015 01:12:15p.m.;0;11;30210116;;3388;434649
HUERTAMATIAS;04/08/2015 01:13:19p.m.;0;11;30320118;249;;051067612
ESTERSONIGNACIO;04/08/2015 01:18:15p.m.;112;11;32040156;;11;48495677
BONINOMABEL;04/08/2015 01:19:50p.m.;56;11;49641144;;11;43735991
WALDMANLEONARDO;04/08/2015 01:20:57p.m.;22;11;30250117;;11;49031025
ESTERSONIGNACIO;04/08/2015 01:24:22p.m.;23;11;32040156;;11;44832371
BONINOMABEL;04/08/2015 01:26:40p.m.;0;11;49641144;;221;4845801
WALDMANLEONARDO;04/08/2015 01:28:14p.m.;14;11;30250117;;11;49570401
MOHAMEDMARIANO;04/08/2015 01:35:39p.m.;178;11;44221002;;11;49570401
LINARESLUIS;04/08/2015 01:37:35p.m.;47;11;30210116;;11;44641657
HUERTAMATIAS;04/08/2015 01:39:22p.m.;368;11;30320118;;11;49570401
ESTERSONIGNACIO;04/08/2015 01:40:03p.m.;0;11;32040156;;264;4214222
BONINOMABEL;04/08/2015 01:41:40p.m.;27;11;49641144;;11;48131140
WALDMANLEONARDO;04/08/2015 01:42:22p.m.;87;11;30250117;;11;42610541
MOHAMEDMARIANO;04/08/2015 01:45:43p.m.;110;11;44221002;;11;45097100
LINARESLUIS;04/08/2015 01:47:51p.m.;0;11;30210116;;11;43679540
HUERTAMATIAS;04/08/2015 01:49:34p.m.;0;11;30320118;;11;44577878
ESTERSONIGNACIO;04/08/2015 01:50:34p.m.;11;11;32040156;;11;44577878
BONINOMABEL;04/08/2015 01:54:44p.m.;0;11;49641144;;11;43781539
WALDMANLEONARDO;04/08/2015 01:58:53p.m.;42;11;30250117;;11;45683574
MOHAMEDMARIANO;04/08/2015 02:03:52p.m.;1;11;44221002;;11;58114711
LINARESLUIS;04/08/2015 02:05:29p.m.;1;11;30210116;;11;58114711
HUERTAMATIAS;04/08/2015 02:09:01p.m.;4;11;30320118;;11;46139215
ESTERSONIGNACIO;04/08/2015 02:13:10p.m.;0;11;32040156;;3754;472047
BONINOMABEL;04/08/2015 02:17:18p.m.;239;11;49641144;;11;46139215
GRIFFOJULIO;04/08/2015 02:19:22p.m.;4;11;30420121;;11;42598047
MOHAMEDMARIANO;04/08/2015 02:21:01p.m.;6;11;44221002;;11;42598047
WALDMANLEONARDO;04/08/2015 02:21:18p.m.;68;11;30250117;229;;22483457605
DANIELANISMAEL;04/08/2015 02:21:26p.m.;22;11;45881031;;11;49031025
LINARESLUIS;04/08/2015 02:21:33p.m.;236;11;30210116;;11;34879322
BOERRGENOVEVA;04/08/2015 02:24:27p.m.;168;11;41210800;;11;44663215
HUERTAMATIAS;04/08/2015 02:25:11p.m.;0;11;30320118;;11;47717293
MOHAMEDMARIANO;04/08/2015 02:25:33p.m.;53;11;32240200;229;;22483457611
DANIELANISMAEL;04/08/2015 02:25:45p.m.;163;11;45881031;;348;4639003
IZAGUIRREMARGARITA;04/08/2015 02:26:31p.m.;19;11;30320118;;11;52934876
BOERRGENOVEVA;04/08/2015 02:32:21p.m.;145;11;41210800;;220;4947006
GRIFFOJULIO;04/08/2015 02:34:30p.m.;256;11;30420121;;11;48017986
WAITOLLERMARIO;04/08/2015 02:38:34p.m.;251;11;30540122;;11;43012698
DANIELANISMAEL;04/08/2015 02:39:17p.m.;26;11;45881031;;11;48066538
BOERRGENOVEVA;04/08/2015 02:42:23p.m.;95;11;41210800;;11;45245588
MARTINOLUCIANO;04/08/2015 02:46:16p.m.;136;11;30350119;;343;4223452
WAITOLLERMARIO;04/08/2015 02:47:49p.m.;10;11;30540122;44;;03127007612
WALDMANLEONARDO;04/08/2015 02:47:54p.m.;27;11;30250117;;11;48131140
BONINOMABEL;04/08/2015 02:49:44p.m.;56;11;49641144;;11;47376717
HUERTAMATIAS;04/08/2015 02:50:24p.m.;1;11;30320118;;220;4947032
MARTINOLUCIANO;04/08/2015 02:52:27p.m.;0;11;30350119;;220;2426274
WALDMANLEONARDO;04/08/2015 02:52:47p.m.;190;11;30250117;;11;49250179
